作答ID,用户ID,开始时间,结束时间,作答总时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,国家,Province,City,Device,OS,Browser,Pixel,Randomisation,Gender,Age,Education,MotherLanguage,MotherLanguage_2,History_AI_Suage,JsPsych_1,JSPSYCH_2,DiagnosedMBTISelfTrait,MBTI_type,Intro_Extro,Intui_Sens,Felli_Think,Perc_Jude,MBTI_Match_Self_Content,SelfMBTI_1,SelfMBTI_2,SelfMBTI_3,SelfMBTI_4,SelfMBTI_5,SelfMBTI_6,SelfMBTI_7,SelfMBTI_8,SelfMBTI_9,SelfMBTI_10,SelfMBTI_11,SelfMBTI_12,SelfMBTI_13,SelfMBTI_14,SelfMBTI_15,SelfMBTI_16,BrandMBTI_1,BrandMBTI_2,BrandMBTI_3,BrandMBTI_4,BrandMBTI_5,BrandMBTI_6,BrandMBTI_7,BrandMBTI_8,BrandMBTI_9,BrandMBTI_10,BrandMBTI_11,BrandMBTI_12,BrandMBTI_13,BrandMBTI_14,BrandMBTI_15,BrandMBTI_16,InfluencerMBTI_1,InfluencerMBTI_2,InfluencerMBTI_3,InfluencerMBTI_4,InfluencerMBTI_5,InfluencerMBTI_6,InfluencerMBTI_7,InfluencerMBTI_8,InfluencerMBTI_9,InfluencerMBTI_10,InfluencerMBTI_11,InfluencerMBTI_12,InfluencerMBTI_13,InfluencerMBTI_14,InfluencerMBTI_15,InfluencerMBTI_16,ProjectiveMBTI_1,ProjectiveMBTI_2,ProjectiveMBTI_3,ProjectiveMBTI_4,ProjectiveMBTI_5,ProjectiveMBTI_6,ProjectiveMBTI_7,ProjectiveMBTI_8,ProjectiveMBTI_9,ProjectiveMBTI_10,ProjectiveMBTI_11,ProjectiveMBTI_12,ProjectiveMBTI_13,ProjectiveMBTI_14,ProjectiveMBTI_15,ProjectiveMBTI_16,Brand_Influencer_1,Brand_Influencer_2,Brand_Influencer_3,Brand_Influencer_4,Brand_Influencer_5,Brand_Influencer_6,Brand_Influencer_7,Brand_Influencer_8,Brand_Influencer_9,Brand_Influencer_10,Brand_Influencer_11,Brand_Influencer_12,TargetingGap_1_R,TargetingGap_2_R,TargetingGap_3_R,TargetingGap_4,TargetingGap_5_R,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5_R,ConversionGap_1,ConversionGap_2,ConversionGap_3,ConversionGap_4,ConversionGap_5,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,AdEngagement_1,AdEngagement_2,AdEngagement_3,AdEngagement_4,AdEngagement_5,AdEngagement_6,AdEngagement_7,AdEngagement_8,AdEngagement_9,AI_Interactivity,AI_Spontaneity,AI_Immersiveness,AI_Realtime,AI_Intimateness,AI_Empathy,AI_Serendipity,AI_Involvement,AI_Stereotype,AI_Inflexibility,AI_Out_of_Context,AI_Out_of_Memory,AI_Rigidity,AI_Semantic_Drift,AI_Staganance,AI_Low_Credibility,AI_Off_Topic,AI_Ethical_Guardrail,AI_Cultural_Inappropriateness,CAT_HumanLikeness,CAT_AlgorithmRestriction,AIChat_HumanlikeResponsiveness,AIChat_AlgorithmRestriction,Division_AIchatAttitude,Recall_Influencer,Recall_Brand,Recall_TalkObjective,Recall_Length_Talk,Awareness_AIChatbot
62,xMoN2QWe,2025-06-04 11:26:17,2025-06-04 11:41:42,925,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.216.18.97,115.8921510,28.6764930,中国,江西省,南昌市,COMPUTER,Windows,WeChat,1536px*960px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_ff0ae01b86644a83ba3769d,ISFJ,6,1,2,1,2,2,4,5,2,5,5,2,5,4,2,4,5,4,3,4,5,1,4,5,5,4,4,5,5,5,4,4,4,5,4,4,5,3,5,4,4,5,5,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,4,4,5,4,3,5,4,4,5,4,4,4,5,4,4,5,5,4,5,5,5,4,5,5,2,1,1,1,2,5,5,5,4,1,4,5,2,1,1,5,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,3,5,4,4,5,5,5,4,4,4,5,5,5,5,3,4,3,5,2,5,1,2,1,2,2,1,1,1,1,2,1,2.68025,.800545454545454,3,5,5,3,5,5
63,G7XvEwe3,2025-06-04 11:12:23,2025-06-04 11:31:57,1174,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,120.230.111.15,113.5650000,23.5503000,中国,广东省,广州市,COMPUTER,Windows,Chrome,1280px*720px, ,1,1,3,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_19dc602e4e454d31aa9d8cb,INTJ,4,1,1,2,2,2,4,3,3,4,4,4,3,4,5,3,4,4,4,3,4,2,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,5,4,5,4,4,5,4,4,5,4,4,4,5,4,5,4,5,5,4,5,4,5,5,4,4,5,4,4,5,4,5,4,5,4,4,5,4,4,5,4,4,5,4,2,1,2,2,1,4,5,4,4,1,4,5,2,1,2,4,5,4,4,5,4,5,4,4,4,5,4,4,5,4,5,5,4,4,5,4,4,5,4,4,5,4,3,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,5,4,5,5,4,5,2,1,2,1,2,2,1,1,2,1,2,2,1,2.732,.756090909090909,3,14,14,3,3,4
64,J7qmKP57,2025-06-04 11:13:37,2025-06-04 11:28:19,882,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,39.154.228.99,116.0909960,43.9440180,中国,内蒙古自治区,锡林郭勒盟,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_cfd7bac8ff814498ae64331,ENFJ,10,2,1,1,2,2,5,2,5,2,4,5,4,4,5,4,4,5,5,5,5,4,4,5,4,4,4,5,4,4,5,4,3,4,4,4,5,4,5,4,4,4,5,4,4,5,4,4,3,4,4,4,5,5,5,4,5,3,4,4,5,4,4,5,3,3,4,4,4,4,5,5,5,4,4,5,4,5,4,4,5,5,1,2,2,1,2,4,5,4,4,1,4,5,2,2,1,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,4,5,4,3,4,4,4,5,5,5,3,3,4,5,4,4,4,5,4,5,3,3,4,4,5,5,5,5,4,4,4,3,3,4,2,1,2,1,1,2,1,2,1,1,1,1,1,2.472875,.659090909090909,1,8,8,3,2,2
65,5LwR5J97,2025-06-04 10:59:27,2025-06-04 11:13:54,867,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,101.7.163.1,112.5173373,37.8614238,中国,山西省,太原市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_85355c7ea68546a1b34ee26,ENTJ,12,2,1,2,2,2,4,3,4,4,4,4,4,4,5,4,4,4,5,4,3,3,4,4,4,3,5,4,4,5,4,3,4,4,4,5,4,4,5,4,4,3,5,3,4,4,5,3,5,4,5,4,5,4,5,4,5,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,5,4,5,4,4,4,5,2,2,2,2,2,4,4,4,5,2,4,3,2,2,2,4,4,4,4,4,5,3,5,4,5,4,5,3,3,4,5,4,4,3,4,4,4,3,3,4,4,3,2,3,4,4,3,3,4,3,3,4,4,3,3,3,4,4,3,4,3,3,2,4,2,3,2,2,3,2,2,2,1,2,2,1,2,2.1025,.977090909090909,2,16,16,3,3,2
66,ve8oAQXL,2025-06-04 10:43:00,2025-06-04 11:04:51,1311,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.141.97.29,109.4908100,36.5965370,中国,陕西省,延安市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_e43532f970b541fcbaf4006,ENFJ,10,2,1,1,2,2,4,2,5,2,4,4,4,5,4,3,4,5,5,4,3,3,5,4,4,5,5,4,4,5,4,3,3,4,5,3,4,4,5,4,4,5,4,5,5,4,5,3,3,4,5,4,4,4,5,4,5,3,4,4,5,3,4,3,3,4,5,4,5,5,5,5,4,4,5,4,5,4,5,4,5,4,2,2,1,1,2,4,4,5,4,1,4,3,2,2,1,5,4,4,3,4,5,4,4,5,5,5,4,5,4,4,5,5,4,4,5,5,4,5,4,5,4,4,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,5,4,3,4,2,5,2,1,2,2,1,3,1,2,1,1,2,1,1,2.4325,.790545454545455,1,8,8,3,3,5
67,ebqk8dRL,2025-06-04 10:48:55,2025-06-04 11:03:59,904,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.108.173.24,113.2806370,23.1251780,中国,广东省,广州市,COMPUTER,Windows,WeChat,1920px*1080px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_4e05c17ae9104fd1955c2e8,ISFJ,6,1,2,1,2,2,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,3,3,2,2,3,4,3,4,3,2,3,4,3,3,2,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,3,3,4,4,3,4,4,4,3,3,4,3,4,3,4,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,3,4,3,2,2,2,2,3,3,2,2,3,3,1,2,2.213625,1.16272727272727,2,5,5,3,4,5
68,LQ8vJ9Q7,2025-06-04 10:22:18,2025-06-04 10:43:27,1269,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,222.84.241.206,106.6162850,23.8977420,中国,广西壮族自治区,百色市,COMPUTER,Windows,WeChat,1536px*864px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_cdadd9e23b0d4e69885790e,INTJ,4,1,1,2,2,2,4,3,3,4,5,3,2,4,5,4,5,4,5,4,4,3,5,3,4,4,3,5,4,5,4,4,1,4,5,5,5,5,5,3,4,5,5,5,4,5,5,4,2,4,4,5,5,5,4,4,5,5,3,5,4,5,4,4,3,4,4,5,4,5,4,5,5,5,4,5,4,4,4,4,5,4,2,2,1,1,2,5,5,5,4,2,4,5,2,1,1,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,4,5,4,4,4,5,5,4,5,5,4,4,3,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,3,4,2,2,1,5,1,1,1,2,2,2,1,2,2,1,1,2.271625,.826545454545455,1,14,14,2,5,5
69,pLzqKJK7,2025-06-04 09:54:03,2025-06-04 10:41:09,2826,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,218.4.87.247,120.5552958,31.3028643,中国,江苏省,苏州市,COMPUTER,Windows,Chrome,1707px*960px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_d2e105747d844689af30e5a,ENTJ,12,2,1,2,2,2,4,2,4,3,4,4,3,4,4,3,4,4,5,5,4,2,3,4,4,5,4,4,5,4,5,4,4,4,4,3,4,4,4,5,5,4,4,4,4,3,5,4,4,4,4,4,5,4,4,5,4,4,5,4,5,4,5,4,5,3,4,4,4,4,5,5,5,5,5,4,5,5,5,4,5,5,1,1,2,1,2,4,4,4,5,2,4,4,1,1,1,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,5,5,4,5,5,4,4,3,5,1,2,1,2,1,2,2,1,3,3,2,2,1,2.68725,.828454545454545,3,16,16,3,5,3
70,0eyQbEQe,2025-06-04 10:00:59,2025-06-04 10:35:04,2045,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,112.66.35.122,110.3623600,20.0138940,中国,海南省,海口市,COMPUTER,Windows,Chrome,1920px*1080px, ,1,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_492fcd05fe454202a80cc2c,ENTJ,12,2,1,2,2,2,4,2,4,2,4,5,5,4,4,2,4,1,5,4,4,2,4,5,4,4,5,5,4,5,5,4,2,4,5,5,1,4,4,4,5,4,5,5,4,4,5,5,2,4,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,5,5,4,5,4,4,5,4,5,5,4,2,1,1,1,2,5,5,4,5,1,5,4,1,1,1,5,5,4,5,4,4,4,5,4,5,5,4,4,5,4,4,4,5,5,5,4,4,5,4,5,5,4,2,4,1,4,2,5,4,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,1,2,1,1,1,2,1,1,2,2,1,2,1,2.941375,.630818181818182,3,16,16,3,5,3
71,kMrAo6ye,2025-06-04 10:18:43,2025-06-04 10:32:03,800,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,36.20.99.164,120.1174820,30.2781950,中国,浙江省,杭州市,COMPUTER,Windows,Chrome,1536px*864px, ,1,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_60e9822e9ecd415e9ca49b5,ISFJ,6,1,2,1,2,2,4,4,2,4,4,2,4,4,2,3,4,4,5,2,5,2,4,4,5,4,4,4,5,5,4,4,4,5,4,5,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,4,5,4,4,5,4,5,5,4,5,5,5,4,5,4,4,3,4,4,4,5,4,5,5,5,4,4,5,4,5,5,2,1,3,3,2,4,5,5,4,2,2,4,3,3,2,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5,5,3,3,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,4,4,5,4,5,4,4,3,4,3,4,5,2,4,2,2,1,2,2,2,1,2,2,3,2,1,1,2.207125,.882727272727273,1,5,5,3,5,5
72,Ke53QQn7,2025-06-04 10:13:14,2025-06-04 10:30:56,1062,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,183.165.130.119,117.0254490,32.6459470,中国,安徽省,淮南市,COMPUTER,Windows,WeChat,1536px*864px, ,1,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_e08ff9ef37194fb7805926e,INFJ,2,1,1,1,2,2,5,5,2,4,5,5,4,5,4,5,5,5,5,5,5,1,5,4,2,5,4,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,4,4,4,5,5,5,5,4,5,4,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,2,5,5,5,5,2,4,5,3,3,2,5,5,4,4,5,4,4,4,4,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2.721125,.469818181818182,3,6,6,3,4,5
73,27and1wL,2025-06-04 10:10:43,2025-06-04 10:22:38,715,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,111.201.150.35,116.4056023,40.0957586,中国,北京市,市辖区,COMPUTER,Windows,Chrome,1536px*960px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_72c730fd702e42ab9b53c9f,INTP,3,1,1,2,1,2,2,5,1,5,2,4,1,3,4,3,4,3,2,4,2,4,2,4,2,4,2,2,2,4,4,2,4,2,2,4,2,4,2,4,2,2,4,4,2,4,4,4,4,2,4,3,3,4,2,4,2,5,3,4,4,4,5,2,4,2,3,4,3,4,4,4,3,4,4,4,4,5,3,2,3,4,3,4,4,4,3,4,4,2,4,4,2,4,3,4,3,2,3,2,2,2,1,2,4,3,4,3,4,2,2,2,1,4,3,2,2,2,1,1,4,4,2,2,2,4,4,4,4,2,2,4,1,4,1,4,3,1,4,2,3,4,1,1,4,4,4,4,3,2,4,4,4,4,2,2,3,1,2,1.75275,1.573,2,10,10,3,3,5
74,z7lOg32M,2025-06-04 09:46:04,2025-06-04 10:01:01,897,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,119.5.236.98,106.4398920,30.5233500,中国,四川省,广安市,COMPUTER,Windows,Chrome,1173px*660px, ,2,1,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_c8d3cfba56a24eb39f304ce,INFJ,2,1,1,1,2,2,3,4,2,5,4,5,4,5,3,4,5,5,5,4,5,2,4,5,4,5,5,4,5,4,5,4,3,5,4,3,3,5,5,3,4,5,4,5,3,5,4,5,2,4,3,5,4,5,5,4,5,4,3,5,4,5,3,5,3,4,3,5,4,5,4,5,4,5,3,5,4,3,5,4,5,4,2,1,2,2,2,5,4,5,5,2,4,5,3,2,1,4,5,4,3,4,5,4,5,5,4,5,4,5,5,4,3,5,4,5,4,5,4,3,5,4,5,4,3,4,5,4,3,5,4,3,5,4,5,3,5,4,4,5,5,3,4,5,3,5,2,3,1,2,1,3,1,2,1,3,2,2,1,2.55825,.878545454545455,3,6,6,3,4,5
75,leN2jDRe,2025-06-04 09:39:12,2025-06-04 10:00:20,1268,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.4.99.16,126.5351000,45.8033000,中国,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1920px*1080px, ,2,3,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_54151081cfc6477082d6250,ISFJ,6,1,2,1,2,2,4,5,1,4,5,3,3,4,2,4,5,5,5,4,4,1,5,5,4,4,5,4,5,5,5,4,1,5,5,4,4,5,5,3,4,4,5,4,4,5,5,5,4,4,5,5,5,4,5,5,4,5,4,5,4,5,5,4,4,5,3,4,4,5,5,5,4,4,5,5,4,5,4,5,5,5,1,1,1,1,1,4,5,5,4,2,5,5,4,1,1,5,5,4,5,4,5,4,5,5,5,5,4,5,5,4,4,4,5,4,4,5,5,5,4,3,4,4,3,4,4,5,4,5,4,5,5,4,5,5,4,4,5,5,5,4,5,4,3,4,1,1,1,2,1,1,1,2,2,1,1,2,1,2.686625,.590909090909091,3,5,5,2,3,5
76,z7A8YByM,2025-06-04 09:36:12,2025-06-04 09:55:08,1136,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,113.108.255.200,113.7602340,23.0488840,中国,广东省,东莞市,COMPUTER,Windows,WeChat,1440px*900px, ,2,2,1,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_50030310e27e49c8886bfde,ISFJ,6,1,2,1,2,2,3,5,2,5,4,1,3,4,1,5,4,5,3,1,3,2,3,4,4,5,4,3,4,3,4,5,3,4,5,3,4,3,4,3,4,5,4,4,3,5,4,3,5,2,3,4,3,5,3,4,2,3,2,1,3,2,3,4,3,2,1,2,3,2,4,3,4,5,4,4,5,3,4,3,5,4,3,4,3,3,2,3,4,2,3,2,3,2,3,4,3,3,2,3,4,2,3,1,4,3,3,2,3,2,3,3,4,5,4,3,2,1,2,3,4,3,2,3,3,2,3,3,2,3,2,3,2,3,1,4,3,3,4,3,4,3,1,3,2,3,3,4,1,2,3,3,2,2,4,3,1,1,2,1.729375,1.195,2,5,5,3,3,2
77,Ke5gdly7,2025-06-04 09:29:52,2025-06-04 09:45:11,919,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,27.205.227.10,119.1516000,36.7099000,中国,山东省,潍坊市,COMPUTER,Windows,Chrome,1366px*768px, ,1,5,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_d8b2b7dd400a4c9f9f29f98,INFJ,2,1,1,1,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,2,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2.31625,.939636363636364,2,6,6,3,5,5
78,z7AVKl6L,2025-06-04 09:25:05,2025-06-04 09:45:05,1200,1,rQf63q,不同MBTI人格与对应品牌大使对话（正式版本）,122.234.61.97,120.0838863,30.2809727,中国,浙江省,杭州市,COMPUTER,Mac OS X,Safari,1470px*956px, ,2,2,2,1, ,1,我已知晓,https://credamo-imgfile.oss-cn-beijing.aliyuncs.com/20250604/3572865804/rQf63q/%E6%AD%A3%E5%BC%8F%E7%89%881.1%EF%BC%88%E6%96%B0%E6%B7%BB%E5%8A%A0UTC/%E4%BC%A6%E6%95%A6%E5%A4%8F%E4%BB%A4%E6%97%B6/%E4%B8%9C%E5%85%AB%E5%8C%BA%EF%BC%89_dc0ca0b27f014121aa70e42,ISTP,7,1,2,2,1,2,2,5,2,4,4,2,4,5,4,2,4,4,3,4,2,4,4,4,5,3,5,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,5,3,4,4,4,4,5,4,5,3,4,4,4,3,4,4,3,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,2,1,2,2,2,3,4,4,5,2,4,5,3,3,2,4,5,5,4,4,4,5,4,5,4,4,4,5,4,5,5,4,4,4,3,4,4,5,4,4,3,4,4,5,4,4,4,4,5,4,4,4,5,4,5,5,4,4,5,4,5,5,3,4,2,2,1,2,2,2,1,1,1,2,1,2,1,2.596375,.721272727272727,3,9,9,3,3,2
